web-scraper-order,web-scraper-start-url,titre_annonce,prix,nom-commune,code_postal,date_publication,Type,surface_all,nb_pièces,détail,Jardin,état,garage,cave_sous_sol,prix_m2
1613468461-48045,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=16,Longère 6 pièces 220 m²,462000,Haubourdin ,59320,"15 fév, 08:47",Maison,220,6,,,,,,2100
1613468490-48518,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=3,Maison 127 m² Carvin,266700,Carvin ,62220,"15 fév, 19:07",Maison,127,,,,,,,2100
1613469084-49920,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=63,Maison 8 pièces 100 m²,210000,Courrières ,62710,"10 fév, 08:53",Maison,100,8,,,,,,2100
1613469091-50022,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Maison 4 pièces 107 m²,224960,Courrières ,62710,"10 fév, 12:59",Maison,107,4,,,,,,2102.429906542056
1613468409-47255,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=39,Maison 7 pièces 260 m²,547000,Oignies ,62590,"12 fév, 17:31",Maison,260,7,,,,,,2103.846153846154
1613469081-49883,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=64,Maison 133 m² Henin Beaumont,280000,Hénin-Beaumont ,62110,"10 fév, 03:46",Maison,133,,,,,,,2105.2631578947367
1613468420-47408,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=34,Maison 7 pièces 125 m²,263600,Emmerin ,59320,"13 fév, 11:06",Maison,125,7,,,,,,2108.8
1613469117-50353,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 6 pièces 147 m²,310000,Wasquehal ,59290,"11 fév, 16:04",Maison,147,6,,,,,,2108.843537414966
1613468382-46850,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 6 pièces 147 m²,310000,Wasquehal ,59290,"11 fév, 16:04",Maison,147,6,,,,,,2108.843537414966
1613468411-47272,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison 6 pièces 110 m²,232000,Baisieux ,59780,"12 fév, 19:56",Maison,110,6,,,,,,2109.090909090909
1613468485-48436,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=5,Maison 4 pièces 109 m²,230000,Courrières ,62710,"15 fév, 16:34",Maison,109,4,,,,,,2110.091743119266
1613468416-47356,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=36,Maison 135 m² Oignies,285000,Oignies ,62590,"13 fév, 08:58",Maison,135,,,,,,,2111.1111111111113
1613468465-48121,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=14,Maison 6 pièces 156 m²,329600,Fleurbaix ,62840,"15 fév, 09:42",Maison,156,6,,,,,,2112.8205128205127
1613469002-48975,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=90,Maison 6 pièces 111 m²,235000,Ronchin ,59790,"04 fév, 14:07",Maison,111,6,,,,,,2117.1171171171172
1613468420-47409,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=34,Maison 5 pièces 144 m²,305200,Wattrelos ,59150,"13 fév, 11:06",Maison,144,5,,,,,,2119.4444444444443
1613468993-48825,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=94,Maison 6 pièces 116 m²,246000,Flines-lez-Raches ,59148,"03 fév, 14:29",Maison,116,6,,,,,,2120.689655172414
1613469022-49200,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=83,Maison 5 pièces 120 m²,254500,Croix ,59170,"06 fév, 10:22",Maison,120,5,,,,,,2120.8333333333335
1613469032-49343,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=79,Maison individuelle Dourges 154 m2 habitable + 2 garages,327000,Dourges ,62119,"07 fév, 13:11",Maison,154,,Maison individuelle,,,garage,,2123.3766233766232
1613468399-47098,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=43,Maison 6 pièces 116 m²,246380,Bersée ,59235,"12 fév, 12:51",Maison,116,6,,,,,,2123.9655172413795
1613469086-49952,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=62,Maison 4 pièces 107 m²,227360,Hénin-Beaumont ,62110,"10 fév, 10:21",Maison,107,4,,,,,,2124.8598130841124
1613468394-47017,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=45,Maison 5 pièces 103 m²,219000,Evin-Malmaison ,62141,"12 fév, 10:55",Maison,103,5,,,,,,2126.21359223301
1613469012-49072,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 5 pièces 122 m²,259975,Templemars ,59175,"05 fév, 11:07",Maison,122,5,,,,,,2130.94262295082
1613468414-47306,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=37,Maison 5 pièces 335 m²,714000,La Chapelle-d'Armentières ,59930,"13 fév, 07:20",Maison,335,5,,,,,,2131.3432835820895
1613468480-48370,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 5 pièces 187 m²,399000,Neuville-en-Ferrain ,59960,"15 fév, 14:40",Maison,187,5,,,,,,2133.6898395721923
1613469040-49404,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 6 pièces 135 m²,288200,Annequin ,62149,"08 fév, 09:04",Maison,135,6,,,,,,2134.814814814815
1613468980-48639,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison 6 pièces 124 m²,264900,Bailleul ,59270,"02 fév, 12:16",Maison,124,6,,,,,,2136.2903225806454
1613468472-48214,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 4 pièces 107 m²,229064,Lestrem ,62136,"15 fév, 11:37",Maison,107,4,,,,,,2140.785046728972
1613468445-47800,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Maison 4 pièces 112 m²,239900,Ennetières-en-Weppes ,59320,"14 fév, 12:40",Maison,112,4,,,,,,2141.964285714286
1613468409-47233,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=39,Maison 5 pièces 125 m²,267800,Faumont ,59310,"12 fév, 18:31",Maison,125,5,,,,,,2142.4
1613468456-47966,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=18,Maison 6 pièces 103 m²,220850,Villeneuve-d'Ascq ,59491,"15 fév, 03:50",Maison,103,6,,,,,,2144.1747572815534
1613468488-48475,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=4,Maison 7 pièces 130 m²,279000,Leforest ,62790,"15 fév, 17:50",Maison,130,7,,,,,,2146.153846153846
1613468420-47416,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=34,Maison 5 pièces 230 m²,494000,Orchies ,59310,"13 fév, 11:00",Maison,230,5,,,,,,2147.8260869565215
1613468409-47253,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=39,Villa 5 pièces 230 m²,494000,Faumont ,59310,"12 fév, 17:41",Maison,230,5,Villa,,,,,2147.8260869565215
1613469027-49287,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=81,Maison 6 pièces 230 m²,494000,Lestrem ,62136,"06 fév, 14:09",Maison,230,6,,,,,,2147.8260869565215
1613469012-49069,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 4 pièces 107 m²,230000,Tourcoing ,59200,"05 fév, 11:23",Maison,107,4,,,,,,2149.532710280374
1613469012-49070,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 4 pièces 107 m²,230000,Bondues ,59910,"05 fév, 11:23",Maison,107,4,,,,,,2149.532710280374
1613468454-47950,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 5 pièces 107 m²,230000,Orchies ,59310,"14 fév, 15:30",Maison,107,5,,,,,,2149.532710280374
1613468494-48585,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=1,Maison 4 pièces 120 m²,258000,Fournes-en-Weppes ,59134,"Aujourd'hui, 09:20",Maison,120,4,,,,,,2150
1613469076-49791,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=66,Maison 4 pièces 100 m²,215000,Harnes ,62440,"09 fév, 17:41",Maison,100,4,,,,,,2150
1613468985-48717,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=97,Maison 6 pièces 120 m²,258000,Phalempin ,59133,"02 fév, 21:13",Maison,120,6,,,,,,2150
1613469079-49819,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=65,Maison 100 m² Henin Beaumont,215000,Hénin-Beaumont ,62110,"10 fév, 01:14",Maison,100,,,,,,,2150
1613468438-47693,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 4 pièces 120 m²,258000,Libercourt ,62820,"14 fév, 08:32",Maison,120,4,,,,,,2150
1613469071-49738,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 8 pièces 186 m²,399900,Lauwin-Planque ,59553,"09 fév, 12:03",Maison,186,8,,,,,,2150
1613469099-50112,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=57,Maison 6 pièces 120 m²,258000,Phalempin ,59133,"10 fév, 20:57",Maison,120,6,,,,,,2150
1613468467-48166,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=13,Maison 5 pièces 130 m²,279665,Hénin-Beaumont ,62110,"15 fév, 10:00",Maison,130,5,,,,,,2151.269230769231
1613468469-48203,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=12,Longère 5 pièces 195 m²,420000,Beuvry-la-Forêt ,59310,"15 fév, 10:28",Maison,195,5,,,,,,2153.846153846154
1613468422-47458,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison 5 pièces 130 m²,280000,Ostricourt ,59162,"13 fév, 11:16",Maison,130,5,,,,,,2153.846153846154
1613468445-47795,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Maison 5 pièces 123 m²,265000,Lomme ,59160,"14 fév, 12:40",Maison,123,5,,,,,,2154.471544715447
1613468467-48164,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=13,Maison 4 pièces 125 m²,269430,Estaires ,59940,"15 fév, 10:00",Maison,125,4,,,,,,2155.44
1613468478-48338,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=8,Maison 6 pièces 156 m²,336600,Phalempin ,59133,"15 fév, 13:39",Maison,156,6,,,,,,2157.6923076923076
1613468472-48230,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 5 pièces 125 m²,270000,Tourcoing ,59200,"15 fév, 11:17",Maison,125,5,,,,,,2160
1613469000-48936,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=91,Maison 5 pièces 112 m²,242000,Faches-Thumesnil ,59155,"04 fév, 11:25",Maison,112,5,,,,,,2160.714285714286
1613468387-46916,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 4 pièces 100 m²,216150,Oignies ,62590,"12 fév, 02:53",Maison,100,4,,,,,,2161.5
1613469006-48984,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=89,Maison 6 pièces 151 m²,326900,Mons-en-Pévèle ,59246,"05 fév, 01:18",Maison,151,6,,,,,,2164.900662251656
1613469091-50020,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Maison 5 pièces 115 m²,249000,Roubaix ,59100,"10 fév, 13:01",Maison,115,5,,,,,,2165.217391304348
1613469006-48997,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=89,Ferme 15 pièces 600 m²,1300000,Villeneuve-d'Ascq ,59491,"04 fév, 19:14",Maison,600,5,,,,,,2166.6666666666665
1613468389-46962,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=47,Maison 5 pièces 120 m²,260000,Douvrin ,62138,"12 fév, 08:28",Maison,120,5,,,,,,2166.6666666666665
1613468387-46927,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 4 pièces 240 m²,520000,Faches-Thumesnil ,59155,"11 fév, 21:22",Maison,240,4,,,,,,2166.6666666666665
1613468472-48218,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 5 pièces 109 m²,236300,Carvin ,62220,"15 fév, 11:33",Maison,109,5,,,,,,2167.8899082568805
1613468472-48227,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 5 pièces 115 m²,249500,Tourcoing ,59200,"15 fév, 11:21",Maison,115,5,,,,,,2169.5652173913045
1613468434-47645,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 6 pièces 182 m²,395000,Raimbeaucourt ,59283,"13 fév, 17:12",Maison,182,6,,,,,,2170.3296703296705
1613469094-50047,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=59,Maison 5 pièces 105 m²,228000,Tourcoing ,59200,"10 fév, 15:30",Maison,105,5,,,,,,2171.4285714285716
1613469060-49618,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=71,Maison 6 pièces 175 m²,380000,Houplin-Ancoisne ,59263,"09 fév, 07:21",Maison,175,6,,,,,,2171.4285714285716
1613468463-48093,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=15,Maison 4 pièces 125 m²,271430,Mons-en-Pévèle ,59246,"15 fév, 09:10",Maison,125,4,,,,,,2171.44
1613469050-49499,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=75,Maison 6 pièces 151 m²,327900,Santes ,59211,"08 fév, 11:21",Maison,151,6,,,,,,2171.523178807947
1613469101-50155,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison 5 pièces 168 m²,365000,Roubaix ,59100,"11 fév, 07:55",Maison,168,5,,,,,,2172.6190476190477
1613468416-47348,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=36,THUMERIES - Maison 110 m² 3 chambres avec jardin et garage,239000,Thumeries ,59239,"13 fév, 09:15",Maison,110,,,jardin,,garage,,2172.7272727272725
1613468980-48658,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison 6 pièces 110 m²,239000,Lys-lez-Lannoy ,59390,"02 fév, 11:21",Maison,110,6,,,,,,2172.7272727272725
1613468389-46979,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=47,Maison 7 pièces 217 m²,471500,Nomain ,59310,"12 fév, 06:24",Maison,217,7,,,,,,2172.811059907834
1613468469-48180,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=12,Maison 5 pièces 130 m²,282665,Thumeries ,59239,"15 fév, 10:53",Maison,130,5,,,,,,2174.346153846154
1613468389-46955,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=47,Maison 9 pièces 223 m²,485000,Orchies ,59310,"12 fév, 09:00",Maison,223,9,,,,,,2174.8878923766815
1613468465-48113,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=14,Maison 5 pièces 120 m²,261000,Faumont ,59310,"15 fév, 09:49",Maison,120,5,,,,,,2175
1613468480-48380,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 5 pièces 129 m²,280610,Carvin ,62220,"15 fév, 14:23",Maison,129,5,,,,,,2175.2713178294575
1613468998-48897,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison 4 pièces 108 m²,235000,Avelin ,59710,"04 fév, 08:55",Maison,108,4,,,,,,2175.925925925926
1613469055-49560,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=73,Maison 6 pièces 123 m²,267800,Attiches ,59551,"08 fév, 15:53",Maison,123,6,,,,,,2177.2357723577234
1613468447-47822,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=22,Maison 8 pièces 310 m²,675000,Lille ,59000,"14 fév, 13:32",Maison,310,8,,,,,,2177.4193548387098
1613469053-49526,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=74,Maison 8 pièces 225 m²,490000,Genech ,59242,"08 fév, 14:05",Maison,225,8,,,,,,2177.777777777778
1613469040-49414,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 8 pièces 225 m²,490000,Orchies ,59310,"08 fév, 08:14",Maison,225,8,,,,,,2177.777777777778
1613468454-47956,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 5 pièces 140 m²,305000,Chéreng ,59152,"14 fév, 15:12",Maison,140,5,,,,,,2178.5714285714284
1613469112-50284,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 7 pièces 140 m²,305000,Raimbeaucourt ,59283,"11 fév, 13:44",Maison,140,7,,,,,,2178.5714285714284
1613469091-50025,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Villa 6 pièces 260 m²,566500,Saméon ,59310,"10 fév, 12:37",Maison,260,6,Villa,,,,,2178.846153846154
